Date,County Name,Partially Vaccinated,Fully Vaccinated,First Booster Dose,Second Booster Dose
01/30/2022,Carbon,6,13,9,
01/30/2022,Centre,25,11,27,
07/03/2022,Northumberland,,1,1,6
01/30/2022,Clarion,2,2,9,
01/30/2022,Clearfield,9,12,12,
01/30/2022,Clinton,2,4,4,
10/01/2021,Lycoming,61,96,96,
01/30/2022,Crawford,12,8,8,
01/30/2022,Elk,2,7,5,
09/14/2021,Franklin,110,136,15,
01/30/2022,Forest,,,3,
01/30/2022,Fulton,,,2,
01/30/2022,Greene,5,5,1,
01/30/2022,Indiana,3,13,6,
01/30/2022,Jefferson,3,4,3,
01/30/2022,Juniata,,1,4,
02/17/2022,Luzerne,88,142,154,
03/17/2022,Juniata,2,2,3,
01/30/2022,Lawrence,14,15,10,
05/03/2022,Centre,15,22,21,110
10/01/2021,Somerset,52,37,74,
01/30/2022,Lycoming,10,10,18,
01/30/2022,Mckean,9,5,6,
01/30/2022,Mercer,11,18,9,
01/30/2022,Mifflin,3,5,8,
01/18/2021,Wayne,95,19,,
02/25/2021,Mercer,305,557,,
01/30/2022,Montour,1,2,,
05/06/2021,Wayne,117,176,,
06/22/2021,Fulton,8,37,,
01/30/2022,Pike,14,10,11,
01/30/2022,Potter,,1,1,
03/08/2021,Lebanon,334,341,,
01/30/2022,Snyder,1,8,13,
01/30/2022,Somerset,3,12,8,
01/30/2022,Sullivan,,1,1,
01/30/2022,Susquehanna,3,3,6,
01/30/2022,Tioga,1,2,6,
01/30/2022,Union,4,4,9,
01/30/2022,Venango,2,8,8,
01/30/2022,Warren,3,9,3,
01/30/2022,Washington,24,31,33,
04/29/2022,Washington,16,33,47,153
01/30/2022,Wyoming,1,3,3,
01/30/2022,York,65,96,77,
05/13/2022,Clinton,2,7,3,29
09/26/2021,Wyoming,8,15,4,
01/31/2022,Armstrong,18,18,28,
07/02/2022,Luzerne,11,7,11,18
01/03/2021,Beaver,32,,,
11/23/2021,Lawrence,133,38,180,
01/31/2022,Bradford,9,19,22,
01/31/2022,Butler,34,57,89,
05/08/2022,Union,,,1,4
01/31/2022,Cameron,,2,2,
01/09/2021,Montour,201,211,,
02/25/2021,Susquehanna,146,183,,
01/31/2022,Clarion,5,8,5,
01/31/2022,Clearfield,12,26,22,
01/31/2022,Clinton,17,13,25,
01/31/2022,Columbia,14,19,36,
09/11/2021,Delaware,318,378,87,
10/06/2021,Lycoming,105,59,209,
07/09/2021,Luzerne,316,456,,
01/31/2022,Elk,3,8,15,
01/31/2022,Erie,73,107,172,
01/31/2022,Fayette,36,51,58,
01/31/2022,Forest,4,2,2,
05/12/2021,Luzerne,524,1331,,
01/31/2022,Fulton,5,14,7,
01/31/2022,Greene,9,10,6,
02/02/2021,Huntingdon,140,329,,
01/31/2022,Jefferson,7,9,13,
01/31/2022,Juniata,3,3,8,
01/05/2021,Lackawanna,841,6,,
06/24/2022,Philadelphia,200,153,207,
11/05/2021,Mercer,102,61,259,
05/26/2021,Somerset,108,215,,
05/05/2022,Union,2,3,3,39
05/21/2022,Greene,,,1,1
01/17/2021,Bucks,149,47,,
06/23/2021,Erie,137,263,,
06/02/2021,Carbon,50,119,,
01/31/2022,Montour,10,6,10,
10/20/2021,Washington,123,79,336,
11/28/2021,Greene,12,9,19,
03/31/2022,Fayette,8,29,27,139
01/31/2022,Pike,16,21,28,
01/31/2022,Potter,1,4,2,
01/30/2022,Monroe,28,30,45,
08/06/2021,Fayette,100,230,,
09/30/2021,Schuylkill,67,75,81,
12/12/2021,Tioga,7,7,18,
01/31/2022,Union,4,21,11,
01/31/2022,Venango,11,21,12,
01/31/2022,Warren,3,13,15,
12/06/2021,York,412,266,1423,
01/31/2022,Wyoming,7,5,11,
03/15/2021,Wyoming,60,110,,
01/14/2022,Montour,20,3,117,
06/18/2022,Perry,,1,1,3
03/19/2021,Lebanon,652,295,,
01/15/2021,Lebanon,263,14,,
07/01/2022,Perry,2,3,1,3
02/01/2022,Bedford,5,9,8,
02/01/2022,Blair,39,33,63,
02/01/2022,Bradford,12,16,34,
09/04/2021,Franklin,76,74,5,
02/01/2022,Butler,61,87,89,
04/16/2021,Snyder,186,238,,
02/01/2022,Cameron,1,3,2,
12/29/2021,Montgomery,1471,825,3165,
05/01/2022,Monroe,9,5,13,16
02/01/2022,Clarion,3,9,10,
04/23/2022,Montgomery,84,131,145,656
02/01/2022,Clinton,11,11,19,
12/31/2020,Monroe,84,,,
11/13/2021,Tioga,29,6,24,
02/01/2022,Elk,6,8,17,
02/01/2022,Forest,3,2,3,
12/31/2020,Washington,229,,,
02/01/2022,Fulton,,1,3,
02/01/2022,Greene,3,10,7,
12/02/2021,Wayne,60,31,170,
10/05/2021,Clearfield,35,27,52,
02/01/2022,Jefferson,11,16,36,
04/02/2022,Somerset,3,7,2,12
04/13/2021,Blair,829,366,,
01/26/2022,Perry,22,8,38,
02/01/2022,Lawrence,21,23,30,
02/21/2021,Lycoming,2,223,,
02/13/2022,Berks,40,72,41,
03/29/2022,Washington,22,25,31,13
02/01/2022,Mckean,29,13,25,
02/01/2022,Mercer,15,29,38,
02/01/2022,Mifflin,11,21,24,
06/28/2022,Allegheny,147,90,203,303
09/01/2021,Crawford,57,77,9,
02/28/2021,Northampton,411,438,,
11/19/2021,Forest,8,3,33,
02/07/2022,Wyoming,7,6,12,
02/01/2022,Perry,11,12,21,
02/11/2021,Northumberland,434,135,,
02/01/2022,Potter,10,7,2,
06/26/2021,Chester,252,341,,
02/01/2022,Snyder,5,19,13,
02/01/2022,Sullivan,1,1,10,
05/12/2022,Lebanon,20,15,22,48
02/01/2022,Tioga,15,27,14,
05/04/2022,Dauphin,33,28,40,183
02/01/2022,Venango,8,9,18,
02/01/2022,Warren,11,13,16,
04/11/2021,Union,32,46,,
02/01/2022,Wayne,7,16,18,
06/16/2022,Mercer,7,12,18,59
03/25/2022,Fayette,16,11,23,
05/05/2021,Westmoreland,538,1957,,
02/02/2022,Armstrong,27,46,52,
02/02/2022,Beaver,39,66,58,
02/02/2022,Bedford,15,3,10,
05/10/2022,Pike,8,6,10,39
02/02/2022,Blair,75,67,74,
05/18/2022,Clarion,5,1,7,8
04/21/2022,Clinton,7,3,5,22
02/02/2022,Cameron,2,1,2,
05/06/2022,Bucks,89,177,123,561
05/16/2021,Wayne,31,16,,
02/02/2022,Clarion,5,8,10,
02/02/2022,Clinton,19,16,21,
02/02/2022,Columbia,26,18,38,
02/02/2022,Crawford,24,37,28,
05/24/2022,Snyder,5,3,5,25
03/04/2021,Jefferson,21,122,,
08/15/2021,Somerset,10,6,2,
01/09/2022,Philadelphia,1095,730,1235,
02/02/2022,Forest,4,4,6,
12/09/2021,Mckean,66,47,125,
02/02/2022,Fulton,3,,4,
02/02/2022,Huntingdon,14,11,11,
02/02/2022,Jefferson,4,7,11,
01/14/2022,Luzerne,294,127,646,
06/10/2022,Forest,,,,1
08/23/2021,Berks,427,367,74,
01/08/2021,Cumberland,542,41,,
05/07/2022,Greene,1,2,1,5
10/23/2021,Allegheny,780,364,2453,
02/02/2022,Mercer,28,37,40,
06/02/2022,Northumberland,5,13,15,64
08/16/2021,Lancaster,321,400,71,
03/07/2022,Pike,6,2,12,
03/11/2021,Bucks,4255,2527,,
01/02/2021,Northumberland,65,18,,
03/03/2021,Allegheny,6680,4316,,
02/12/2022,Chester,145,131,178,
02/02/2022,Pike,18,24,36,
02/02/2022,Potter,3,3,3,
02/02/2022,Snyder,8,9,20,
02/02/2022,Sullivan,,,3,
06/06/2022,Centre,18,17,32,90
02/02/2022,Union,9,26,13,
04/03/2022,Erie,14,27,34,87
03/28/2021,Erie,215,636,,
02/02/2022,Venango,5,14,17,
02/02/2022,Warren,8,9,17,
11/19/2021,Delaware,1362,269,2165,
01/04/2021,Mercer,72,,,
02/02/2022,Wyoming,11,13,14,
01/13/2022,Wyoming,37,8,75,
02/28/2021,Cumberland,247,129,,
02/03/2022,Armstrong,14,19,31,
11/30/2021,Greene,21,17,69,
02/03/2022,Bedford,6,5,15,
06/23/2022,Adams,5,5,20,35
02/03/2022,Blair,35,56,40,
06/14/2022,Washington,16,20,36,81
06/23/2022,Centre,8,13,20,53
02/03/2022,Butler,24,75,72,
02/18/2021,Berks,466,954,,
02/03/2022,Cameron,4,2,1,
05/16/2022,Tioga,4,3,3,25
06/25/2021,Somerset,38,57,,
10/02/2021,Pike,13,28,9,
02/03/2022,Clarion,3,13,11,
02/03/2022,Clearfield,12,23,25,
02/03/2022,Clinton,9,6,16,
02/03/2022,Crawford,7,13,8,
10/26/2021,Chester,800,237,2388,
10/25/2021,Franklin,120,80,499,
02/03/2022,Elk,1,9,8,
05/07/2021,Beaver,282,375,,
02/03/2022,Fayette,42,49,61,
02/03/2022,Forest,3,1,2,
08/01/2021,York,167,74,,
02/03/2022,Greene,3,13,4,
02/20/2021,Wyoming,10,35,,
02/03/2022,Indiana,25,11,33,
02/03/2022,Jefferson,11,19,11,
02/03/2022,Juniata,3,14,15,
02/03/2022,Lawrence,13,10,14,
05/19/2022,Cambria,17,8,23,110
01/15/2021,Delaware,1528,291,,
02/03/2022,Lycoming,25,28,41,
02/03/2022,Mckean,5,7,6,
02/03/2022,Mercer,35,27,19,
02/03/2022,Mifflin,4,16,33,
05/22/2021,Butler,404,257,,
01/10/2021,Chester,285,311,,
02/03/2022,Montour,4,4,10,
02/03/2022,Perry,9,11,18,
04/09/2021,Juniata,32,116,,
02/03/2022,Potter,1,4,2,
10/09/2021,Susquehanna,8,10,6,
02/03/2022,Snyder,6,5,28,
12/15/2021,Juniata,10,4,33,
02/03/2022,Sullivan,,3,2,
12/01/2021,Blair,198,128,401,
02/03/2022,Tioga,6,14,8,
02/03/2022,Union,4,9,14,
02/03/2022,Venango,10,13,11,
02/03/2022,Warren,6,11,8,
04/30/2022,Beaver,7,10,17,50
06/02/2022,York,43,57,95,278
06/18/2021,Northumberland,92,158,,
02/04/2022,Armstrong,11,22,26,
02/04/2022,Bedford,4,13,8,
10/03/2021,Cumberland,82,67,117,
06/28/2022,Snyder,3,5,1,14
02/04/2022,Bradford,8,24,44,
11/06/2021,Erie,199,55,397,
02/04/2022,Cambria,22,45,47,
02/04/2022,Cameron,2,,,
01/21/2021,Susquehanna,102,28,,
03/04/2021,Warren,144,41,,
02/04/2022,Clarion,2,16,9,
02/04/2022,Clearfield,13,22,23,
02/04/2022,Clinton,2,10,8,
02/04/2022,Columbia,18,30,27,
06/06/2022,Delaware,105,100,112,235
10/10/2021,Westmoreland,74,86,119,
08/29/2021,Centre,37,46,9,
02/04/2022,Elk,4,8,11,
12/14/2021,Clearfield,42,73,166,
02/04/2022,Fulton,1,6,4,
02/04/2022,Greene,10,14,2,
04/18/2021,Northampton,570,568,,
02/04/2022,Indiana,12,26,28,
02/04/2022,Jefferson,5,9,12,
02/04/2022,Juniata,5,7,9,
07/26/2021,Dauphin,243,140,,
02/04/2022,Lawrence,11,29,25,
05/06/2022,Huntingdon,17,4,5,64
02/11/2022,Beaver,55,90,75,
03/23/2022,Erie,29,48,44,
02/04/2022,Mckean,9,20,8,
06/19/2022,Westmoreland,6,10,7,22
02/04/2022,Mifflin,7,11,18,
01/17/2022,Lackawanna,85,66,142,
02/04/2022,Montour,4,6,8,
10/02/2021,Fayette,69,50,152,
02/04/2022,Perry,11,22,21,
04/04/2022,Cambria,15,19,29,124
02/04/2022,Pike,13,13,21,
06/28/2022,Dauphin,21,16,52,70
02/04/2022,Sullivan,,1,1,
02/04/2022,Susquehanna,5,3,7,
02/04/2022,Tioga,7,11,15,
02/04/2022,Union,9,6,6,
02/04/2022,Venango,7,4,7,
02/04/2022,Warren,4,12,12,
04/03/2022,Bucks,69,93,72,389
02/04/2022,Wayne,9,12,11,
02/04/2022,Westmoreland,57,97,136,
02/04/2022,Wyoming,3,8,7,
12/22/2021,Indiana,49,34,173,
02/05/2022,Adams,20,40,51,
02/05/2022,Armstrong,8,24,17,
09/25/2021,Schuylkill,36,48,62,
02/05/2022,Bedford,2,10,5,
08/04/2021,Mifflin,60,44,,
02/05/2022,Blair,26,29,29,
02/05/2022,Bradford,7,8,6,
02/01/2021,Schuylkill,50,91,,
01/14/2022,Armstrong,81,30,106,
02/05/2022,Cameron,,,3,
02/05/2022,Carbon,16,31,18,
09/04/2021,Chester,190,268,73,
02/05/2022,Clarion,3,7,10,
02/05/2022,Clinton,2,4,11,
02/05/2022,Crawford,5,23,10,
04/30/2021,Lebanon,143,503,,
04/29/2021,Northampton,1255,1405,,
02/05/2022,Elk,2,19,9,
03/27/2021,Chester,2067,1930,,
02/05/2022,Fayette,21,37,12,
02/05/2022,Forest,1,1,,
02/05/2022,Franklin,18,46,39,
02/05/2022,Fulton,,2,,
02/05/2022,Greene,2,9,10,
02/05/2022,Indiana,7,11,13,
02/05/2022,Jefferson,4,20,9,
02/05/2022,Juniata,10,6,27,
09/24/2021,Dauphin,198,238,123,
06/08/2022,Franklin,13,10,34,70
02/05/2022,Lawrence,8,27,31,
12/15/2021,Lycoming,117,124,442,
06/28/2021,Pike,31,33,,
02/05/2022,Lycoming,13,30,34,
02/05/2022,Mckean,7,8,8,
02/05/2022,Mercer,14,18,10,
02/05/2022,Mifflin,2,9,11,
01/25/2022,Susquehanna,8,7,25,
07/29/2021,Bucks,446,360,,
02/05/2022,Northumberland,18,18,35,
02/05/2022,Perry,15,14,27,
03/30/2021,Northampton,1119,751,,
04/07/2022,Cumberland,43,77,71,323
02/05/2022,Snyder,10,14,20,
02/05/2022,Sullivan,,1,1,
05/28/2021,Berks,822,1172,,
05/17/2022,York,36,40,94,412
02/05/2022,Union,6,3,12,
02/05/2022,Venango,3,5,4,
06/03/2022,Greene,5,3,4,25
02/05/2022,Wayne,7,7,14,
02/05/2022,Westmoreland,50,74,71,
02/18/2022,Columbia,15,19,36,
11/19/2021,Butler,380,90,827,
03/05/2021,York,1915,1059,,
03/23/2022,Philadelphia,291,329,401,
03/03/2022,Allegheny,227,171,354,
02/06/2022,Armstrong,1,8,10,
02/06/2022,Beaver,9,23,24,
02/06/2022,Bedford,,2,,
02/26/2022,Philadelphia,391,545,474,
02/06/2022,Blair,7,12,9,
02/06/2022,Bradford,1,5,2,
02/06/2022,Butler,14,25,19,
02/06/2022,Cambria,11,11,11,
02/06/2022,Carbon,4,15,8,
10/04/2021,Franklin,98,112,254,
01/07/2021,Chester,1065,190,,
02/06/2022,Clarion,,1,2,
02/06/2022,Clearfield,4,10,5,
02/06/2022,Clinton,1,2,4,
03/17/2021,Montour,45,22,,
02/06/2022,Crawford,2,9,6,
05/18/2022,Out-of-State,216,159,69,140
05/20/2022,Lehigh,59,56,116,537
02/12/2022,Pike,13,14,8,
02/06/2022,Elk,1,3,2,
02/06/2022,Erie,23,52,40,
02/06/2022,Fayette,14,22,11,
02/06/2022,Forest,1,,1,
02/06/2022,Franklin,10,11,15,
02/06/2022,Fulton,,,1,
02/06/2022,Greene,2,2,7,
02/06/2022,Huntingdon,,3,3,
02/06/2022,Indiana,3,19,10,
02/06/2022,Jefferson,3,5,1,
09/23/2021,Crawford,47,55,32,
12/09/2021,Tioga,32,20,96,
11/06/2021,Mercer,80,21,94,
02/06/2022,Lawrence,9,9,26,
04/08/2022,Mifflin,1,6,15,35
04/23/2022,Fayette,11,17,21,36
01/06/2022,Washington,190,131,469,
02/06/2022,Lycoming,8,6,8,
02/06/2022,Mckean,1,8,2,
04/07/2021,Beaver,1385,522,,
02/06/2022,Montour,3,1,,
02/06/2022,Northampton,29,59,42,
03/19/2021,Fulton,125,51,,
02/06/2022,Perry,6,6,6,
02/06/2022,Pike,13,5,6,
02/06/2022,Potter,,1,1,
06/14/2021,Blair,53,132,,
02/06/2022,Snyder,2,3,9,
02/06/2022,Somerset,3,3,2,
02/06/2022,Sullivan,,1,2,
12/12/2021,Jefferson,9,5,17,
02/06/2022,Tioga,4,3,,
02/06/2022,Union,1,1,5,
02/06/2022,Venango,8,11,1,
02/06/2022,Warren,1,1,5,
02/06/2022,Washington,17,26,23,
02/06/2022,Wayne,5,5,3,
02/06/2022,Wyoming,4,5,6,
07/05/2022,Centre,8,7,19,31
08/18/2021,Beaver,156,103,40,
02/07/2022,Adams,18,33,61,
10/01/2021,Northumberland,67,117,199,
02/03/2021,Crawford,402,406,,
03/22/2021,Franklin,806,403,,
05/27/2021,Indiana,42,129,,
02/07/2022,Blair,19,24,51,
05/13/2022,York,55,63,94,334
07/03/2022,Lackawanna,1,3,2,15
02/07/2022,Butler,31,48,67,
06/16/2022,Luzerne,28,18,36,83
02/07/2022,Cameron,,,2,
06/22/2022,Adams,5,2,10,29
02/07/2022,Centre,22,24,56,
06/21/2022,Potter,2,,4,
02/07/2022,Clarion,5,6,7,
09/30/2021,Perry,31,21,27,
02/07/2022,Clinton,8,8,16,
05/09/2022,Columbia,27,7,23,65
02/07/2022,Crawford,13,17,18,
05/21/2021,Bedford,59,99,,
06/20/2022,York,26,29,56,167
05/06/2022,Carbon,7,6,10,39
02/07/2022,Fayette,18,23,38,
02/07/2022,Forest,,2,,
02/07/2022,Greene,9,4,2,
09/01/2021,Susquehanna,10,29,9,
02/07/2022,Jefferson,7,14,12,
02/07/2022,Juniata,3,5,5,
07/22/2021,Westmoreland,196,169,,
02/07/2022,Lawrence,14,15,21,
02/07/2022,Lebanon,60,60,72,
10/02/2021,Lackawanna,55,76,109,
05/15/2022,Lycoming,1,3,1,7
02/07/2022,Mckean,9,10,8,
02/07/2022,Mercer,19,24,23,
12/28/2020,Lehigh,1402,1,,
06/27/2021,Philadelphia,477,558,,
02/07/2022,Montour,1,6,13,
05/26/2022,Montour,3,3,1,24
03/13/2021,Berks,1937,1659,,
02/07/2022,Perry,14,18,15,
03/01/2021,Fayette,78,520,,
02/06/2021,Lancaster,2354,594,,
02/07/2022,Potter,1,3,6,
08/12/2021,Montour,11,10,,
06/10/2022,Sullivan,,1,,9
03/14/2021,Bucks,1608,1147,,
02/07/2022,Sullivan,,2,9,
09/03/2021,Lackawanna,162,247,162,
02/07/2022,Tioga,5,5,10,
02/07/2022,Union,7,6,17,
02/07/2022,Venango,13,12,13,
02/07/2022,Warren,8,11,10,
01/14/2021,Clearfield,150,2,,
11/11/2021,Lawrence,117,45,371,
08/12/2021,Cumberland,185,142,,
08/29/2021,Washington,69,97,10,
09/13/2021,Pike,44,37,6,
02/08/2022,Adams,18,39,44,
04/11/2022,Clearfield,7,6,18,46
02/08/2022,Armstrong,9,20,22,
03/31/2021,Beaver,1542,356,,
02/08/2022,Bedford,8,9,7,
11/22/2021,Cumberland,438,133,813,
02/08/2022,Blair,20,21,22,
02/08/2022,Butler,26,55,73,
08/21/2021,Centre,73,48,18,
02/08/2022,Centre,38,54,57,
02/08/2022,Clarion,8,7,7,
02/08/2022,Clinton,10,22,15,
04/18/2022,Delaware,113,157,137,652
02/08/2022,Crawford,7,16,21,
03/17/2021,Lawrence,166,422,,
02/08/2022,Elk,6,6,2,
02/08/2022,Erie,40,45,56,
06/29/2022,Adams,12,5,10,31
02/08/2022,Forest,,2,4,
02/08/2022,Fulton,,,2,
05/06/2022,Bedford,4,2,1,19
02/08/2022,Huntingdon,21,26,12,
01/14/2021,Delaware,1788,291,,
02/08/2022,Jefferson,4,9,5,
01/27/2022,Lycoming,40,40,70,
06/02/2022,Wyoming,3,1,1,6
01/12/2022,Centre,155,77,343,
02/08/2022,Indiana,11,17,10,
12/15/2021,York,456,316,1539,
06/01/2022,Lycoming,8,9,19,62
02/08/2022,Mckean,8,14,7,
02/08/2022,Mercer,18,24,33,
02/08/2022,Mifflin,14,20,26,
05/31/2022,Cambria,7,14,14,56
02/08/2022,Montour,4,16,13,
02/20/2022,Lancaster,29,46,40,
02/08/2022,Perry,7,16,15,
05/09/2022,Huntingdon,6,1,5,32
03/26/2021,Dauphin,1382,1160,,
02/08/2022,Potter,7,2,3,
02/08/2022,Snyder,6,5,11,
02/08/2022,Somerset,11,8,9,
01/19/2021,Lackawanna,683,222,,
02/08/2022,Tioga,15,18,34,
01/29/2022,York,130,185,262,
01/22/2022,Somerset,11,11,27,
03/28/2022,Cumberland,24,20,26,
02/11/2021,Chester,1814,789,,
02/08/2022,Wayne,8,16,4,
07/21/2021,Somerset,38,50,,
02/08/2022,Wyoming,16,7,16,
02/09/2022,Adams,11,37,39,
04/27/2021,Lehigh,2567,1560,,
02/20/2022,Chester,64,99,88,
10/30/2021,Butler,101,56,242,
05/10/2021,Allegheny,1575,6848,,
02/09/2022,Blair,20,31,38,
02/09/2022,Bradford,17,13,20,
02/14/2021,Pike,24,16,,
02/09/2022,Cambria,28,25,41,
02/09/2022,Cameron,1,1,,
02/13/2022,Out-of-State,139,111,29,
05/27/2022,Lycoming,10,19,25,48
02/09/2022,Clarion,4,6,14,
11/05/2021,Fayette,135,112,475,
06/08/2022,Warren,5,3,5,19
02/09/2022,Columbia,12,24,24,
11/08/2021,Northumberland,38,31,200,
05/18/2021,Butler,379,872,,
05/14/2021,Venango,225,330,,
02/16/2021,Lebanon,386,205,,
02/09/2022,Elk,4,7,6,
03/01/2021,Beaver,264,379,,
01/18/2022,Lawrence,15,39,30,
02/09/2022,Forest,,1,1,
02/09/2022,Greene,10,8,17,
02/09/2022,Huntingdon,16,19,14,
02/09/2022,Jefferson,8,9,19,
04/08/2021,Franklin,628,418,,
02/09/2022,Lawrence,15,18,19,
06/20/2022,Juniata,1,,2,4
07/01/2022,Potter,,,2,1
01/19/2022,Luzerne,260,189,413,
04/07/2021,Huntingdon,57,894,,
02/09/2022,Mercer,20,33,33,
02/09/2022,Mifflin,5,11,38,
06/29/2021,Lackawanna,133,251,,
04/11/2022,Erie,39,85,64,336
02/09/2022,Northumberland,18,36,68,
06/09/2022,Wayne,4,3,8,13
01/07/2022,Mifflin,24,24,54,
08/04/2021,Columbia,27,22,,
02/09/2022,Potter,2,3,11,
02/09/2022,Snyder,2,7,35,
02/09/2022,Sullivan,,3,,
06/10/2022,Susquehanna,1,,2,5
02/09/2022,Tioga,13,11,20,
02/09/2022,Union,11,16,78,
02/09/2022,Venango,14,17,14,
02/09/2022,Warren,7,9,8,
06/20/2021,Delaware,144,249,,
02/09/2022,Westmoreland,85,101,111,
02/09/2022,Wyoming,8,2,2,
01/29/2022,Monroe,57,85,54,
01/22/2021,Cambria,190,16,,
12/09/2021,Blair,122,94,268,
01/02/2021,Chester,415,1,,
02/10/2022,Armstrong,12,22,20,
01/27/2022,Cumberland,197,159,353,
02/10/2022,Bedford,10,9,17,
07/15/2021,Allegheny,458,689,,
09/10/2021,Chester,299,369,121,
02/10/2022,Bradford,13,12,21,
02/11/2022,Armstrong,20,40,39,
07/14/2021,Mifflin,43,58,,
02/10/2022,Cameron,,2,2,
06/13/2022,Washington,11,15,27,78
02/10/2022,Clarion,5,6,18,
05/10/2021,Somerset,89,235,,
02/01/2021,Berks,157,197,,
12/01/2021,Lehigh,446,499,2104,
01/31/2021,Erie,357,151,,
02/10/2022,Elk,8,8,10,
01/05/2022,Franklin,131,103,220,
02/10/2022,Forest,2,3,,
06/18/2022,Wayne,5,2,3,2
02/10/2022,Fulton,,,2,
11/15/2021,Somerset,67,29,187,
05/06/2022,Schuylkill,21,16,29,155
02/10/2022,Indiana,7,15,10,
02/10/2022,Jefferson,5,9,10,
02/10/2022,Juniata,7,5,9,
05/26/2021,Allegheny,1508,2665,,
06/01/2021,Lebanon,224,378,,
12/03/2021,Allegheny,2389,3502,5679,
07/01/2022,Franklin,14,7,16,36
05/17/2021,Columbia,105,135,,
02/10/2022,Mckean,11,9,19,
01/09/2021,Columbia,158,81,,
02/10/2022,Mifflin,10,13,21,
09/27/2021,Berks,283,199,349,
02/10/2022,Montour,4,6,12,
04/02/2021,Chester,4756,2435,,
01/22/2022,Lackawanna,115,48,234,
05/16/2021,Washington,158,109,,
02/10/2022,Pike,2,20,15,
02/10/2022,Potter,1,5,6,
06/15/2021,Columbia,39,78,,
02/10/2022,Snyder,4,10,24,
02/10/2022,Sullivan,1,1,2,
12/12/2021,Susquehanna,6,1,12,
02/10/2022,Tioga,4,15,7,
02/10/2022,Union,15,1,17,
02/10/2022,Venango,9,14,14,
11/07/2021,Washington,102,36,194,
10/08/2021,Lancaster,292,378,558,
02/10/2022,Wayne,10,13,14,
06/30/2022,Erie,17,16,43,65
06/06/2022,Monroe,13,15,15,39
07/01/2022,Mercer,5,5,6,17
07/09/2021,Venango,23,72,,
04/22/2021,Franklin,409,670,,
09/06/2021,Wyoming,8,11,2,
02/11/2022,Bedford,15,30,21,
11/19/2021,Somerset,84,36,229,
08/07/2021,Out-of-State,395,193,,
08/14/2021,Carbon,42,27,5,
02/11/2022,Cambria,32,72,91,
02/11/2022,Cameron,,,9,
12/15/2021,Luzerne,307,182,897,
11/21/2021,Chester,1001,93,974,
02/11/2022,Clarion,13,14,15,
02/11/2022,Clearfield,20,35,37,
02/11/2022,Clinton,6,19,10,
02/11/2022,Crawford,19,19,22,
05/12/2021,Somerset,56,181,,
12/31/2021,Beaver,51,38,72,
12/23/2020,York,250,,,
02/11/2022,Fayette,32,43,50,
02/11/2022,Forest,1,1,3,
02/11/2022,Fulton,2,8,6,
02/11/2022,Greene,7,16,13,
01/23/2021,Snyder,160,1,,
02/11/2022,Indiana,22,19,26,
02/11/2022,Jefferson,9,15,15,
02/11/2022,Juniata,4,8,11,
07/19/2021,Columbia,19,25,,
02/01/2022,Chester,256,226,466,
02/11/2022,Lawrence,27,35,36,
10/26/2021,Wayne,57,30,147,
03/19/2021,Washington,1430,924,,
02/10/2021,Fayette,684,117,,
05/15/2021,Northampton,839,868,,
02/11/2022,Mifflin,15,12,30,
05/15/2022,Centre,6,5,10,24
02/11/2022,Perry,14,21,23,
02/11/2022,Pike,31,21,29,
02/11/2022,Potter,3,9,4,
02/11/2022,Somerset,14,24,25,
02/11/2022,Sullivan,,3,6,
09/20/2021,Columbia,27,49,12,
02/11/2022,Venango,8,21,23,
02/11/2022,Warren,11,12,11,
02/11/2022,Washington,55,77,93,
02/18/2021,Bradford,131,91,,
04/04/2021,Butler,15,30,,
05/29/2021,Bucks,1119,1735,,
10/12/2021,Susquehanna,9,20,19,
02/12/2022,Adams,15,18,35,
12/23/2021,Mercer,109,75,218,
02/12/2022,Armstrong,9,12,8,
02/12/2022,Beaver,22,39,46,
02/12/2022,Bedford,2,5,2,
01/02/2022,Washington,68,47,118,
02/12/2022,Blair,8,19,18,
05/13/2022,Lehigh,49,41,71,491
02/12/2022,Butler,24,30,23,
03/20/2021,Schuylkill,654,177,,
02/12/2022,Carbon,12,35,25,
02/12/2022,Centre,30,14,22,
12/29/2020,Northumberland,265,,,
02/12/2022,Clarion,3,3,3,
02/12/2022,Clearfield,11,24,16,
02/12/2022,Clinton,5,5,4,
02/12/2022,Columbia,9,22,11,
02/12/2022,Crawford,17,24,9,
06/29/2022,Wayne,7,4,3,6
11/30/2021,Elk,29,12,84,
02/12/2022,Elk,6,4,5,
06/07/2022,Adams,6,8,10,60
02/12/2022,Forest,,,2,
02/12/2022,Fulton,2,7,1,
02/12/2022,Greene,1,4,,
02/12/2022,Huntingdon,4,7,7,
02/12/2022,Indiana,7,12,15,
02/12/2022,Jefferson,5,9,2,
07/02/2022,Franklin,1,5,1,8
02/12/2022,Juniata,2,6,6,
06/14/2022,Fulton,1,1,,3
03/28/2021,Susquehanna,23,6,,
02/12/2022,Lawrence,13,12,8,
04/15/2022,Monroe,23,31,35,149
05/28/2022,Lawrence,2,4,2,9
02/12/2022,Lycoming,14,26,19,
02/12/2022,Mckean,6,7,10,
02/12/2022,Mercer,17,15,17,
02/12/2022,Mifflin,6,8,8,
05/21/2021,Franklin,227,506,,
02/12/2022,Montour,2,2,,
12/06/2021,Mifflin,35,28,71,
02/12/2022,Northumberland,14,34,31,
