Date,County Name,Partially Vaccinated,Fully Vaccinated,First Booster Dose,Second Booster Dose
01/15/2022,Wyoming,12,6,17,
05/25/2022,Franklin,18,22,21,110
10/27/2021,Pike,73,38,282,
01/18/2021,Northumberland,256,197,,
01/18/2021,Perry,18,9,,
04/21/2021,Lebanon,456,900,,
03/01/2021,Dauphin,535,191,,
01/18/2021,Potter,3,2,,
12/27/2021,Montgomery,1544,615,3064,
01/18/2021,Snyder,25,29,,
06/21/2021,Lancaster,309,441,,
01/18/2021,Sullivan,4,2,,
09/04/2021,Bucks,282,368,89,
01/18/2021,Tioga,41,122,,
06/30/2021,Dauphin,266,358,,
01/26/2022,Clearfield,67,37,56,
01/18/2021,Warren,5,,,
05/03/2021,Northampton,647,1273,,
03/29/2021,Montour,44,71,,
01/18/2021,Wyoming,31,14,,
09/21/2021,Philadelphia,1385,1401,307,
12/21/2021,Somerset,44,36,155,
05/19/2022,Chester,118,115,137,510
01/19/2021,Armstrong,148,136,,
05/07/2022,Northampton,24,14,26,72
05/01/2022,Blair,2,1,1,10
05/21/2022,Montgomery,113,152,283,598
01/19/2021,Bradford,256,14,,
04/18/2022,Columbia,3,8,11,57
06/25/2022,Snyder,,1,1,10
01/19/2021,Cameron,1,7,,
01/19/2021,Carbon,210,160,,
03/28/2021,Monroe,344,108,,
01/07/2022,Snyder,29,17,74,
01/19/2021,Clarion,42,97,,
01/19/2021,Clearfield,308,55,,
01/19/2021,Crawford,46,80,,
05/11/2021,Somerset,71,155,,
01/19/2021,Elk,76,70,,
10/10/2021,Dauphin,102,92,106,
01/19/2021,Forest,2,8,,
01/19/2021,Fulton,4,2,,
01/19/2021,Greene,14,28,,
12/14/2021,Dauphin,474,273,1148,
01/19/2021,Indiana,63,115,,
01/19/2021,Jefferson,224,51,,
01/19/2021,Juniata,19,9,,
03/18/2022,Cumberland,35,33,66,
03/29/2022,Centre,14,7,17,17
06/21/2021,Lebanon,60,76,,
01/19/2021,Mckean,75,42,,
08/06/2021,York,541,324,,
01/19/2021,Mifflin,82,45,,
09/15/2021,Somerset,29,49,12,
12/18/2021,Snyder,17,18,79,
03/26/2021,Cumberland,1869,1249,,
05/26/2021,Luzerne,568,961,,
04/17/2021,Cumberland,1269,2016,,
01/19/2021,Perry,32,20,,
02/22/2022,Westmoreland,38,60,97,
11/26/2021,Butler,222,86,442,
11/16/2021,Montgomery,2120,332,3114,
09/02/2021,Columbia,35,38,6,
05/22/2022,Beaver,4,18,14,16
05/31/2022,Out-of-State,186,131,89,69
01/19/2021,Sullivan,13,2,,
06/30/2022,Snyder,5,,4,7
01/19/2021,Union,145,33,,
01/19/2021,Venango,22,82,,
01/19/2021,Warren,63,,,
07/31/2021,Lebanon,70,98,,
05/17/2022,Pike,13,6,9,30
04/07/2021,Lehigh,1882,1641,,
01/19/2021,Wyoming,97,17,,
06/06/2022,Lackawanna,20,24,30,115
06/22/2022,Washington,25,12,39,67
04/28/2021,Crawford,259,625,,
06/04/2021,Juniata,5,23,,
01/20/2021,Bedford,136,63,,
02/11/2022,Luzerne,95,156,200,
05/11/2022,Lehigh,34,40,41,217
05/18/2022,Lehigh,38,26,62,226
05/10/2021,Butler,131,1375,,
01/27/2022,Beaver,63,71,82,
10/07/2021,Washington,192,145,618,
01/20/2021,Cameron,44,10,,
01/19/2022,Mckean,23,12,25,
06/25/2021,Northampton,227,393,,
02/16/2022,Somerset,4,4,12,
06/27/2022,Wyoming,3,1,3,4
04/17/2021,Wayne,305,154,,
01/12/2022,Armstrong,67,41,165,
06/24/2021,Allegheny,664,1294,,
05/12/2022,Montour,5,,4,38
03/31/2021,Union,293,112,,
01/20/2021,Elk,338,124,,
02/06/2021,Lycoming,342,40,,
12/26/2021,Lancaster,181,94,353,
01/20/2021,Forest,5,4,,
04/04/2021,Snyder,22,20,,
01/20/2021,Fulton,12,24,,
01/20/2021,Greene,52,38,,
05/09/2022,York,52,55,84,299
01/22/2021,Huntingdon,189,2,,
01/20/2021,Juniata,86,41,,
01/14/2021,Bedford,275,4,,
01/30/2022,Schuylkill,16,21,24,
05/11/2022,Lycoming,13,13,28,76
02/23/2021,Dauphin,668,415,,
01/20/2021,Mckean,24,68,,
11/06/2021,Venango,19,11,46,
03/31/2022,Lackawanna,31,42,58,305
01/23/2021,Lebanon,481,57,,
01/08/2022,Northampton,268,203,804,
12/29/2020,Out-of-State,1995,,,
07/17/2021,Perry,13,32,,
06/11/2021,Perry,36,128,,
01/20/2021,Pike,67,19,,
01/20/2021,Potter,29,11,,
01/20/2021,Snyder,63,22,,
12/26/2020,Lehigh,156,,,
01/20/2021,Sullivan,9,7,,
03/24/2021,Montgomery,5034,3409,,
01/20/2021,Venango,17,73,,
01/20/2021,Warren,110,139,,
01/13/2022,Crawford,46,20,77,
12/16/2021,Lawrence,84,34,220,
11/23/2021,Beaver,281,71,412,
06/26/2022,Chester,31,25,36,68
03/04/2021,Juniata,116,69,,
12/08/2021,Lehigh,500,449,2063,
01/09/2022,Erie,114,63,204,
01/21/2021,Armstrong,215,40,,
10/09/2021,Armstrong,40,33,29,
12/20/2021,Lehigh,482,216,2058,
07/01/2021,Lancaster,243,352,,
06/18/2022,Cumberland,17,15,18,32
02/08/2021,Luzerne,1296,613,,
05/22/2021,Lycoming,85,131,,
10/13/2021,Franklin,118,96,321,
01/21/2021,Cameron,9,1,,
06/10/2021,Northumberland,84,185,,
06/20/2022,Columbia,1,2,4,24
01/31/2022,Montgomery,362,367,622,
01/21/2021,Clearfield,182,38,,
04/09/2022,Butler,17,18,27,91
09/21/2021,Cumberland,128,185,56,
01/21/2021,Crawford,282,7,,
06/10/2021,Juniata,20,74,,
03/13/2021,Lackawanna,580,1212,,
04/29/2021,Westmoreland,828,2022,,
01/21/2021,Elk,65,3,,
01/21/2021,Forest,45,4,,
01/21/2021,Fulton,1,4,,
01/21/2021,Greene,41,9,,
01/30/2021,Sullivan,233,17,,
01/21/2021,Indiana,166,53,,
09/16/2021,Carbon,36,62,11,
01/21/2021,Juniata,33,10,,
07/07/2021,Union,20,10,,
02/14/2022,Centre,23,23,31,
04/03/2021,Indiana,42,81,,
04/21/2021,Carbon,227,447,,
12/31/2020,Cumberland,126,,,
05/26/2021,York,1120,1480,,
01/21/2021,Mckean,26,55,,
09/29/2021,Luzerne,205,191,270,
01/21/2021,Mifflin,109,22,,
05/30/2021,Franklin,47,35,,
02/02/2021,Clinton,201,40,,
01/12/2021,Mercer,268,127,,
12/26/2020,Franklin,70,,,
11/12/2021,Susquehanna,116,10,181,
03/23/2022,Franklin,9,8,30,
11/30/2021,Cambria,228,120,400,
01/21/2021,Pike,106,4,,
12/20/2020,Berks,80,,,
10/26/2021,Lackawanna,142,83,1255,
07/07/2022,Northampton,32,24,32,96
07/07/2022,Perry,1,3,1,6
01/26/2021,Mifflin,455,150,,
02/03/2021,Mifflin,206,98,,
05/30/2021,Montgomery,393,541,,
05/26/2022,Pike,11,3,13,16
11/30/2021,Lycoming,151,103,372,
11/05/2021,Union,74,15,226,
09/21/2021,Out-of-State,429,475,45,
01/01/2022,Fayette,13,13,24,
01/22/2021,Bedford,120,9,,
05/10/2022,Cumberland,46,52,53,196
03/14/2021,Allegheny,897,2167,,
01/22/2021,Cameron,8,,,
09/23/2021,Philadelphia,1304,1351,384,
11/21/2021,Cumberland,194,47,291,
08/05/2021,Somerset,91,111,,
01/22/2021,Clarion,133,4,,
06/08/2022,Beaver,14,22,18,54
02/25/2021,Fayette,1375,270,,
01/22/2021,Crawford,273,3,,
04/13/2022,Beaver,18,27,34,155
08/10/2021,Schuylkill,146,88,,
01/22/2021,Elk,59,1,,
08/08/2021,Lancaster,183,91,,
12/22/2021,Cambria,132,73,411,
01/22/2021,Forest,71,1,,
01/22/2021,Fulton,6,2,,
01/22/2021,Greene,181,4,,
09/07/2021,Allegheny,647,896,422,
12/09/2021,Wayne,78,86,128,
12/08/2021,Pike,73,43,230,
07/07/2022,Berks,47,35,33,99
06/21/2022,Warren,,,2,6
08/26/2021,Luzerne,274,291,167,
03/20/2021,Berks,2444,1310,,
01/22/2021,Mckean,52,5,,
06/03/2021,Lebanon,167,330,,
12/02/2021,Mifflin,57,32,70,
12/02/2021,Northumberland,101,49,302,
05/20/2022,Butler,24,25,45,248
01/22/2021,Perry,97,9,,
11/08/2021,Mifflin,11,12,80,
01/22/2021,Potter,25,,,
01/22/2021,Somerset,45,13,,
01/22/2021,Sullivan,21,1,,
03/09/2021,Westmoreland,2814,1095,,
01/22/2021,Union,148,15,,
01/22/2021,Venango,72,2,,
01/22/2021,Warren,74,78,,
02/28/2021,Lehigh,264,419,,
06/04/2022,Indiana,3,1,6,4
10/27/2021,Luzerne,251,158,1449,
11/25/2021,Cumberland,12,16,34,
06/01/2022,Allegheny,211,206,404,833
12/28/2021,Lancaster,631,395,1711,
07/04/2022,York,1,7,3,3
03/04/2021,Chester,2584,1214,,
01/23/2021,Armstrong,46,8,,
03/26/2021,Somerset,739,51,,
01/23/2021,Bedford,8,2,,
07/17/2021,Out-of-State,274,255,,
02/13/2021,Bradford,191,10,,
01/23/2021,Bradford,191,17,,
06/06/2022,Cameron,,,,5
01/23/2021,Butler,312,127,,
01/23/2021,Cameron,3,,,
10/12/2021,Pike,37,30,27,
05/22/2022,Erie,13,16,22,84
01/23/2021,Clarion,72,69,,
10/07/2021,Philadelphia,1451,1471,1967,
02/24/2021,Indiana,133,506,,
02/02/2022,Washington,73,78,77,
03/11/2021,Somerset,298,161,,
05/15/2022,Sullivan,,,1,
01/23/2021,Elk,3,1,,
01/23/2021,Erie,487,181,,
01/23/2021,Forest,2,1,,
01/23/2021,Fulton,2,2,,
01/23/2021,Greene,19,1,,
01/23/2021,Huntingdon,60,2,,
01/23/2021,Indiana,47,5,,
01/23/2021,Jefferson,74,9,,
01/23/2021,Juniata,63,1,,
03/08/2022,Lackawanna,36,49,66,
01/23/2021,Lawrence,175,134,,
12/23/2020,Allegheny,2133,,,
01/23/2021,Lycoming,427,13,,
01/23/2021,Mckean,1,1,,
01/23/2021,Mifflin,182,,,
02/26/2021,Blair,305,784,,
12/31/2021,Chester,283,94,564,
07/18/2021,Philadelphia,393,412,,
01/30/2022,Delaware,213,354,256,
02/03/2021,Franklin,535,202,,
02/01/2022,Armstrong,13,25,50,
01/23/2021,Potter,6,,,
06/11/2021,Northumberland,117,200,,
01/23/2021,Somerset,200,11,,
01/23/2021,Sullivan,26,105,,
01/23/2021,Susquehanna,68,10,,
01/23/2021,Tioga,75,5,,
01/23/2021,Union,132,4,,
01/23/2021,Venango,33,13,,
01/23/2021,Warren,9,,,
11/04/2021,Bradford,43,16,161,
01/15/2022,Huntingdon,9,5,35,
02/01/2021,Beaver,349,124,,
01/23/2021,Wyoming,93,8,,
06/26/2022,Centre,7,1,7,4
04/15/2022,Lancaster,73,88,112,437
01/24/2021,Adams,27,3,,
08/10/2021,Philadelphia,1926,1499,,
02/01/2021,Franklin,305,76,,
01/24/2021,Beaver,185,11,,
01/24/2021,Bedford,127,31,,
01/24/2021,Bradford,149,,,
12/30/2020,Crawford,315,,,
01/13/2022,Monroe,187,119,340,
01/24/2021,Cambria,107,62,,
01/24/2021,Cameron,58,,,
04/12/2021,Crawford,36,41,,
06/19/2021,Susquehanna,13,13,,
01/24/2021,Clarion,89,59,,
07/09/2022,Susquehanna,1,,1,2
01/24/2021,Clinton,105,14,,
02/14/2022,York,66,105,145,
01/24/2021,Crawford,45,25,,
06/20/2022,Sullivan,,1,3,2
01/24/2021,Dauphin,81,32,,
06/30/2021,Mercer,38,80,,
10/12/2021,Lehigh,146,192,452,
01/24/2021,Fayette,82,10,,
01/24/2021,Forest,10,5,,
01/24/2021,Franklin,26,21,,
01/24/2021,Fulton,2,1,,
01/24/2021,Greene,35,,,
01/24/2021,Huntingdon,135,6,,
01/24/2021,Indiana,89,5,,
01/24/2021,Jefferson,35,1,,
01/24/2021,Juniata,22,2,,
10/17/2021,Lawrence,24,29,60,
01/29/2021,Wyoming,152,86,,
01/24/2021,Lawrence,81,1,,
01/24/2021,Lebanon,197,122,,
07/03/2022,Snyder,,,1,
01/24/2021,Lycoming,209,80,,
01/24/2021,Monroe,140,78,,
12/14/2021,Northampton,321,212,1594,
08/17/2021,Clearfield,52,67,19,
06/07/2022,Out-of-State,159,79,76,57
01/23/2022,Luzerne,68,47,87,
01/14/2022,Butler,141,58,463,
12/26/2021,Tioga,6,13,15,
08/18/2021,Erie,225,174,51,
09/16/2021,Allegheny,580,741,426,
01/24/2021,Somerset,7,2,,
01/24/2021,Sullivan,21,1,,
01/24/2021,Susquehanna,52,32,,
01/24/2021,Tioga,69,8,,
08/26/2021,Montgomery,585,712,380,
01/24/2021,Venango,13,4,,
01/24/2021,Warren,34,,,
01/24/2021,Wayne,166,10,,
02/18/2021,Wayne,152,62,,
06/26/2021,Erie,91,207,,
09/14/2021,Somerset,32,60,11,
08/21/2021,Chester,277,323,89,
01/25/2021,Schuylkill,501,190,,
12/19/2021,Dauphin,162,143,291,
01/25/2021,Bedford,48,53,,
02/26/2022,Chester,92,93,141,
05/27/2022,Out-of-State,275,141,101,103
01/25/2021,Bradford,252,17,,
01/02/2021,Sullivan,186,,,
12/22/2021,Bedford,32,21,108,
10/28/2021,Bradford,63,32,155,
01/25/2021,Cameron,14,6,,
06/28/2022,Lackawanna,31,19,61,58
12/17/2021,Lawrence,123,67,206,
05/14/2021,Lawrence,117,192,,
01/25/2021,Clinton,124,25,,
01/25/2021,Columbia,249,87,,
05/29/2021,Washington,124,181,,
04/12/2022,York,46,62,113,674
11/24/2021,Juniata,12,10,39,
01/07/2021,Erie,427,293,,
01/21/2022,Erie,221,138,265,
01/25/2021,Forest,54,4,,
04/02/2022,Philadelphia,142,158,253,
01/25/2021,Fulton,3,2,,
01/25/2021,Greene,112,16,,
07/05/2021,Lehigh,163,215,,
01/25/2021,Jefferson,248,63,,
01/25/2021,Juniata,48,6,,
01/02/2021,Luzerne,226,,,
11/27/2021,Montour,29,111,15,
01/18/2021,Union,66,93,,
09/05/2021,Lancaster,131,155,21,
06/10/2021,Wyoming,29,57,,
12/10/2021,Dauphin,408,217,934,
05/01/2022,Chester,37,62,57,184
06/22/2022,Carbon,3,4,7,16
04/28/2022,Wyoming,3,4,5,12
06/15/2022,Westmoreland,31,12,57,109
12/17/2021,Mercer,134,59,293,
03/09/2022,Montgomery,109,98,139,
01/25/2021,Pike,96,15,,
05/01/2021,Union,51,91,,
03/15/2022,Northampton,39,28,54,
07/07/2022,Venango,4,5,3,17
01/25/2021,Somerset,81,185,,
11/17/2021,Franklin,159,61,275,
08/09/2021,Greene,21,86,,
01/25/2021,Venango,295,75,,
06/26/2022,Delaware,29,21,43,46
12/15/2021,Butler,217,101,650,
04/13/2021,Philadelphia,8998,4871,,
08/14/2021,Cumberland,173,146,22,
06/23/2022,Pike,2,2,3,7
07/10/2022,Indiana,,2,3,5
08/23/2021,Fayette,84,99,17,
03/18/2022,Washington,20,16,40,
01/26/2022,York,212,228,466,
01/26/2021,Bedford,39,9,,
01/26/2021,Blair,159,68,,
06/04/2022,Centre,8,8,21,30
05/18/2021,Montgomery,4108,4781,,
04/12/2021,Wayne,68,163,,
12/13/2021,Out-of-State,2138,455,641,
01/18/2022,Philadelphia,2035,1462,2659,
03/20/2021,Somerset,148,368,,
01/24/2022,Beaver,55,54,68,
03/18/2022,Montgomery,152,128,215,
09/28/2021,Crawford,50,53,170,
02/16/2022,Delaware,192,205,224,
11/18/2021,Montour,20,5,124,
01/26/2021,Elk,140,43,,
11/15/2021,Lackawanna,396,63,776,
02/13/2022,Lehigh,21,44,23,
01/26/2021,Forest,45,4,,
01/20/2022,Indiana,28,20,32,
01/26/2021,Fulton,4,,,
01/26/2021,Greene,68,10,,
03/25/2021,Union,297,50,,
06/01/2021,Monroe,396,670,,
03/16/2021,Chester,3742,2444,,
12/05/2021,Chester,390,611,975,
06/20/2022,Monroe,20,12,9,25
03/20/2021,Beaver,353,291,,
07/15/2021,Pike,38,39,,
01/07/2022,Carbon,56,28,128,
10/18/2021,Carbon,30,39,56,
01/26/2021,Mckean,41,47,,
01/26/2021,Mercer,270,52,,
04/01/2021,Susquehanna,226,109,,
04/28/2022,Dauphin,49,30,57,169
06/14/2022,Susquehanna,3,,1,5
05/06/2022,Dauphin,31,33,43,221
03/23/2022,Lycoming,19,11,25,
06/19/2022,Huntingdon,,,,1
01/26/2021,Potter,27,,,
08/21/2021,Fayette,54,49,11,
12/04/2021,Out-of-State,1617,919,472,
03/28/2022,Crawford,3,1,7,
06/04/2022,Jefferson,,2,2,6
02/15/2021,Mifflin,119,120,,
09/09/2021,Northumberland,52,134,22,
06/12/2021,Dauphin,229,860,,
01/26/2021,Warren,59,120,,
03/08/2021,Columbia,116,377,,
07/23/2021,Armstrong,50,24,,
01/26/2021,Wyoming,117,31,,
12/15/2021,Lackawanna,231,146,657,
01/05/2021,Montour,232,2,,
01/27/2021,Adams,430,133,,
03/12/2021,Lawrence,291,549,,
01/27/2021,Bedford,61,30,,
03/24/2021,Centre,463,352,,
01/27/2021,Cameron,79,14,,
11/16/2021,Lehigh,473,138,1275,
02/07/2021,Centre,278,17,,
06/04/2021,Dauphin,321,924,,
01/27/2021,Clarion,295,21,,
04/08/2021,Schuylkill,594,1389,,
09/07/2021,Carbon,33,53,7,
06/27/2021,Northampton,38,63,,
02/17/2021,Mckean,95,44,,
01/07/2022,Delaware,823,384,1802,
10/30/2021,Bucks,453,178,1425,
04/27/2021,Somerset,150,279,,
06/30/2022,Franklin,11,11,33,52
03/13/2021,Clarion,26,141,,
04/18/2022,Montour,2,1,4,53
01/27/2021,Forest,43,1,,
10/13/2021,Westmoreland,157,124,638,
01/27/2021,Fulton,17,1,,
02/24/2021,Clearfield,466,123,,
06/20/2022,Franklin,20,8,28,48
05/07/2021,Wyoming,79,195,,
01/27/2021,Juniata,164,70,,
12/23/2020,Washington,256,,,
03/22/2021,Jefferson,188,24,,
01/27/2021,Lawrence,312,70,,
04/29/2021,Union,242,151,,
08/15/2021,Lebanon,66,32,8,
07/05/2022,Berks,32,35,51,68
12/23/2021,Northampton,360,147,735,
03/25/2022,Butler,17,24,79,
03/17/2022,Blair,10,9,11,
04/23/2022,Lawrence,2,10,9,28
11/20/2021,Lebanon,150,36,240,
01/27/2021,Montour,113,166,,
05/08/2022,Venango,1,,3,4
08/02/2021,Washington,155,76,,
12/27/2020,Delaware,303,3,,
01/27/2021,Potter,51,7,,
12/23/2021,Berks,514,226,1226,
05/02/2022,Warren,2,3,6,15
12/05/2021,Lebanon,75,53,116,
06/11/2022,Crawford,3,2,4,2
10/11/2021,Schuylkill,60,70,86,
05/17/2021,Lackawanna,433,621,,
01/27/2021,Venango,78,23,,
03/26/2021,Lackawanna,1328,1042,,
12/21/2020,Huntingdon,102,,,
10/04/2021,Columbia,31,32,13,
05/24/2022,Mckean,8,11,6,30
01/27/2021,Wyoming,126,30,,
04/15/2021,Clearfield,98,180,,
04/15/2022,Carbon,4,9,19,59
04/08/2022,Lehigh,57,68,125,943
08/20/2021,Philadelphia,1823,1675,281,
01/25/2021,Monroe,699,170,,
01/28/2021,Bedford,152,31,,
02/10/2022,Erie,54,78,106,
04/11/2021,Westmoreland,113,318,,
04/23/2021,Lycoming,334,524,,
01/17/2021,Lancaster,370,115,,
05/11/2022,Beaver,12,24,18,72
10/26/2021,Columbia,38,22,248,
01/28/2021,Cameron,14,3,,
06/14/2021,Somerset,37,72,,
11/07/2021,Cumberland,176,61,245,
12/09/2021,Lebanon,135,131,473,
09/01/2021,Lackawanna,108,143,110,
01/28/2021,Crawford,167,90,,
04/16/2021,Pike,193,377,,
02/13/2021,Beaver,270,80,,
01/28/2021,Elk,95,64,,
04/26/2022,Lebanon,20,15,26,295
07/03/2022,Crawford,,1,1,
04/07/2021,Clearfield,424,632,,
01/28/2021,Fulton,17,2,,
01/28/2021,Greene,69,15,,
01/05/2021,Out-of-State,2205,51,,
01/14/2021,Monroe,230,51,,
10/15/2021,Perry,19,25,18,
03/18/2022,Chester,90,77,110,
07/17/2021,Butler,58,42,,
12/27/2021,Lehigh,504,374,1780,
02/01/2021,Luzerne,447,225,,
03/22/2021,Columbia,283,80,,
01/24/2022,Columbia,21,23,50,
01/28/2021,Mckean,157,203,,
04/17/2022,Montgomery,31,29,21,129
02/11/2021,Clarion,299,135,,
11/18/2021,Susquehanna,32,9,147,
01/16/2022,Butler,56,36,98,
01/28/2021,Perry,199,109,,
01/11/2022,Washington,198,103,443,
03/18/2021,Mckean,238,89,,
01/28/2021,Potter,21,2,,
09/19/2021,Lehigh,86,152,12,
05/01/2021,Pike,88,482,,
01/28/2021,Sullivan,6,6,,
03/28/2022,Berks,39,55,61,
01/28/2021,Tioga,41,23,,
04/10/2022,Erie,21,34,11,125
04/08/2022,Allegheny,245,324,408,1800
01/28/2021,Warren,79,118,,
03/07/2022,Perry,3,6,8,
02/17/2021,Erie,1160,714,,
06/27/2022,Lancaster,49,29,81,155
10/10/2021,Lehigh,78,72,89,
05/18/2022,Butler,17,27,50,233
05/25/2022,Lycoming,6,13,13,73
12/27/2021,Pike,50,27,97,
11/15/2021,Tioga,31,4,61,
07/30/2021,Lehigh,483,427,,
01/29/2021,Bradford,190,11,,
04/28/2022,Centre,16,19,27,105
12/22/2021,Warren,39,25,93,
01/29/2021,Cameron,46,3,,
01/29/2021,Carbon,227,57,,
10/25/2021,Cambria,87,97,720,
01/21/2021,Wayne,80,9,,
01/29/2021,Clarion,178,47,,
01/28/2021,Cumberland,1033,544,,
11/30/2021,Berks,329,262,982,
06/11/2022,Northumberland,5,4,7,39
02/03/2021,Indiana,580,177,,
01/29/2021,Elk,91,17,,
02/21/2022,Juniata,2,7,18,
12/08/2021,Allegheny,1642,1491,4376,
01/29/2021,Forest,29,2,,
03/31/2022,Delaware,136,162,142,612
01/29/2021,Fulton,40,95,,
01/29/2021,Greene,325,108,,
01/12/2021,Northampton,864,372,,
01/29/2021,Jefferson,377,16,,
12/20/2020,Luzerne,169,1,,
04/21/2021,Allegheny,5147,10812,,
04/25/2022,Cumberland,33,47,35,215
06/17/2021,Lehigh,360,685,,
10/20/2021,Mifflin,26,33,171,
01/29/2021,Mckean,96,20,,
01/29/2021,Mercer,337,197,,
03/11/2022,Crawford,6,26,11,
05/10/2021,Schuylkill,168,731,,
01/07/2022,Lackawanna,224,136,598,
11/07/2021,Clearfield,21,8,29,
06/19/2021,Northampton,145,312,,
03/05/2021,Mercer,482,1683,,
01/29/2021,Potter,73,44,,
05/26/2021,Cumberland,465,733,,
01/29/2021,Snyder,128,6,,
01/27/2022,Lancaster,254,246,502,
06/26/2021,Susquehanna,12,16,,
01/29/2021,Venango,69,61,,
01/29/2021,Warren,38,18,,
07/03/2022,Butler,3,4,2,6
09/01/2021,Armstrong,49,39,13,
07/30/2021,Erie,204,147,,
10/10/2021,Lancaster,91,94,137,
02/02/2022,Monroe,47,67,76,
01/30/2021,Beaver,254,55,,
01/30/2021,Bedford,142,1,,
05/21/2021,Venango,145,194,,
01/13/2022,Berks,474,296,1301,
01/30/2021,Bradford,323,,,
11/03/2021,Crawford,44,31,144,
07/03/2021,Dauphin,125,158,,
01/30/2021,Cameron,2,,,
02/21/2022,Northampton,56,72,94,
02/24/2022,Huntingdon,12,15,26,
01/30/2021,Clearfield,50,24,,
04/10/2021,Lebanon,837,522,,
05/07/2022,Berks,34,33,32,135
05/01/2021,Huntingdon,45,76,,
01/30/2021,Elk,18,2,,
12/13/2021,Greene,16,8,41,
01/30/2021,Fayette,484,7,,
04/15/2022,Allegheny,223,281,333,1346
01/30/2021,Fulton,10,2,,
01/30/2021,Greene,162,1,,
01/30/2021,Huntingdon,82,127,,
01/30/2021,Indiana,120,13,,
01/30/2021,Jefferson,10,140,,
03/18/2021,Butler,947,1228,,
03/29/2022,Franklin,18,15,32,6
10/14/2021,Allegheny,1000,514,2981,
01/30/2021,Lawrence,123,14,,
04/18/2021,Centre,481,61,,
04/09/2022,Clarion,7,5,,12
08/11/2021,Dauphin,285,204,,
01/30/2021,Mckean,5,,,
09/09/2021,Adams,69,71,54,
12/20/2021,Delaware,1341,388,2303,
08/30/2021,Lycoming,93,91,14,
09/26/2021,Monroe,48,58,15,
02/23/2022,Chester,144,138,155,
01/30/2021,Perry,112,12,,
03/29/2022,Chester,64,82,81,79
01/30/2021,Potter,4,,,
04/18/2021,Dauphin,248,500,,
08/29/2021,Clearfield,15,8,,
11/18/2021,Union,30,11,102,
01/30/2021,Susquehanna,46,2,,
01/30/2021,Venango,35,4,,
01/30/2021,Warren,1,1,,
05/03/2021,Luzerne,599,767,,
01/30/2021,Wyoming,69,8,,
10/28/2021,Chester,628,273,2304,
01/31/2021,Adams,106,89,,
01/31/2021,Armstrong,29,10,,
01/31/2021,Beaver,18,7,,
01/31/2021,Bedford,20,,,
05/12/2021,Butler,289,1058,,
01/31/2021,Blair,37,1,,
01/31/2021,Bradford,7,1,,
06/03/2022,Northampton,35,28,72,240
01/31/2021,Cambria,36,4,,
01/31/2021,Cameron,1,,,
01/31/2021,Carbon,26,18,,
06/23/2022,Westmoreland,34,22,28,91
01/31/2021,Clarion,12,,,
01/31/2021,Clearfield,63,1,,
01/31/2021,Clinton,68,5,,
04/16/2021,Westmoreland,1092,2043,,
01/31/2021,Crawford,6,2,,
04/07/2022,Out-of-State,282,173,66,124
11/01/2021,Clearfield,35,25,191,
11/11/2021,Montour,24,8,126,
01/31/2021,Elk,3,,,
07/31/2021,Allegheny,575,438,,
01/31/2021,Fayette,97,7,,
01/31/2021,Greene,5,,,
07/05/2022,Montour,2,,1,5
01/31/2021,Indiana,75,36,,
01/31/2021,Jefferson,2,,,
01/31/2021,Juniata,29,,,
10/13/2021,Northampton,75,114,272,
11/05/2021,Mifflin,30,22,68,
01/31/2021,Lawrence,248,2,,
12/23/2020,Luzerne,497,,,
12/30/2020,Washington,653,,,
01/31/2021,Mckean,1,,,
01/31/2021,Mercer,17,1,,
10/29/2021,Bradford,52,31,201,
05/17/2022,Huntingdon,15,3,5,41
01/31/2021,Montour,107,120,,
06/22/2022,Lehigh,37,44,77,162
01/31/2021,Pike,16,6,,
01/31/2021,Potter,1,,,
11/13/2021,Berks,696,110,626,
01/31/2021,Snyder,45,20,,
01/31/2021,Somerset,9,,,
01/31/2021,Sullivan,3,,,
04/10/2021,Mckean,96,59,,
01/31/2021,Tioga,28,,,
01/31/2021,Union,44,24,,
01/31/2021,Venango,6,1,,
01/31/2021,Warren,,1,,
11/21/2021,Bucks,715,107,793,
08/09/2021,Adams,81,64,,
04/28/2022,Westmoreland,47,51,89,337
01/31/2021,Wyoming,32,4,,
09/24/2021,Northumberland,58,133,54,
09/06/2021,Philadelphia,425,644,34,
05/16/2022,Monroe,21,20,11,59
10/13/2021,Union,27,43,45,
03/20/2021,Bedford,32,40,,
10/17/2021,Beaver,50,42,585,
07/03/2021,Snyder,13,16,,
01/20/2021,Clarion,22,43,,
02/01/2021,Bradford,8,114,,
12/19/2020,Northampton,304,,,
02/01/2021,Cameron,27,51,,
02/01/2021,Carbon,16,23,,
05/09/2021,Montour,2,48,,
03/29/2021,Huntingdon,244,71,,
02/01/2021,Clarion,76,7,,
05/23/2022,Clinton,,6,7,33
01/25/2021,Blair,246,69,,
02/01/2021,Columbia,10,7,,
01/03/2021,Philadelphia,400,2,,
06/17/2022,Clinton,5,4,2,15
09/03/2021,Lancaster,351,475,92,
02/23/2021,Adams,120,152,,
08/21/2021,York,270,423,33,
02/11/2021,Warren,229,258,,
11/11/2021,Armstrong,62,40,185,
02/01/2021,Fulton,3,2,,
02/01/2021,Greene,48,14,,
05/18/2021,Chester,1907,2953,,
02/01/2021,Jefferson,171,24,,
06/30/2022,Tioga,2,1,1,3
